java_file,loc
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_poolClosed_6.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_getNotificationInfo_1.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_getResultSetConstructor_1.java,8
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_addNotificationListener_0.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_isLogSlow_14.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_reset_8.java,23
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/QueryTimeoutInterceptor_createStatement_1.java,11
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_isExecuteQuery_5.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_getObjectName_18.java,10
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_setNotifyPool_14.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ResetAbandonedTimer_invoke_3.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_reportSlowQuery_10.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_resetStats_15.java,9
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_cacheStatement_14.java,19
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_poolStarted_9.java,10
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setProperties_18.java,23
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_reset_5.java,8
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setMaxQueries_2.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_poolStarted_6.java,4
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_getCacheSize_4.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_getCompositeType_4.java,15
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ResetAbandonedTimer_prepareCall_4.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_reportFailedQuery_8.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setLogFailed_17.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_invoke_12.java,14
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_isCacheCallable_1.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_setProperties_5.java,24
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_removeStatement_15.java,12
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_isCachePrepared_0.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_createCacheKey_19.java,9
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementFinalizer_closeInvoked_1.java,21
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_notifyJmx_9.java,24
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_deregisterJmx_17.java,10
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementFinalizer_setProperties_2.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/QueryTimeoutInterceptor_closeInvoked_2.java,2
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_closeStatement_10.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ConnectionState_disconnected_1.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_removeNotificationListener_2.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementFinalizer_createStatement_0.java,9
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx_isNotifyPool_13.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_prepareCall_8.java,8
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_prepareStatement_7.java,8
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_isResultSet_6.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setDbProperties_125.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setRollbackOnReturn_98.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getUseDisposableConnectionFacade_140.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getReleasedCount_73.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setPoolProperties_20.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setDefaultReadOnly_126.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_connectUsingDriver_6.java,73
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getPoolTimer_57.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setRemoveAbandonedTimeout_61.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isLogAbandoned_13.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_toString_74.java,33
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getAutoCommit_45.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getRollbackOnReturn_138.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getMaxAge_85.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isPoolSweeperEnabled_109.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getDefaultCatalog_80.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isPoolSweeperEnabled_82.java,9
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getPoolName_19.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_element_24.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/JdbcInterceptor_compare_5.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_clone_110.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setValidatorClassName_43.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setLogValidationErrors_102.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getBorrowedCount_45.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_isClosed_10.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_removeAll_20.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getDataSourceJNDI_132.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getReturnedCount_71.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_unwrap_7.java,11
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getPooledConnection_12.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getAbandonWhenPercentageFull_111.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_isEmpty_19.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_PooledConnection_0.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setUseStatementFacade_109.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_checkIdle_64.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getXAConnection_34.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getConnection_8.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getXAConnection_10.java,12
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_shouldReleaseIdle_33.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getReturnedCount_46.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setTestOnBorrow_34.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_isInitialized_7.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/XADataSource_XADataSource_0.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getConnection_2.java,4
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setName_128.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_setHandler_37.java,10
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/JdbcInterceptor_disconnected_7.java,2
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/StatementFacade_StatementFacade_0.java,4
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getUseDisposableConnectionFacade_101.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isTestOnReturn_114.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isDefaultReadOnly_9.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolUtilities_clone_0.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getValidator_103.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_close_16.java,13
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isUseEquals_122.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getValidationQuery_31.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_terminateTransaction_25.java,21
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_reset_5.java,4
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getRemoveAbandonedCount_75.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getUrl_29.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getPoolCleaners_55.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getLastValidated_29.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getDefaultReadOnly_117.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getJdbcInterceptors_85.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_terminatePoolCleaner_17.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getValidationInterval_99.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setAbandonWhenPercentageFull_123.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getRollbackOnReturn_99.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setRemoveAbandonedTimeout_33.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isDefaultAutoCommit_106.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setMinEvictableIdleTimeMillis_55.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setConnectionProperties_43.java,4
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidationQuery_69.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getHandler_36.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setDefaultCatalog_49.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getCommitOnReturn_97.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ClassLoaderUtil_loadClass_0.java,29
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_doValidate_12.java,15
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isRemoveAbandoned_23.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setName_57.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_purgeOnReturn_40.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_DataSourceProxy_1.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getDefaultTransactionIsolation_10.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_close_13.java,47
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_pollAsync_4.java,18
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getValidationQueryTimeout_101.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setDefaultCatalog_46.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_silentlyCommitTransactionIfNeeded_15.java,11
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getDefaultCatalog_8.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setLogAbandoned_51.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_peek_25.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getUseLock_87.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getConnection_4.java,10
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isJmxEnabled_76.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getConnectionAsync_1.java,21
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setCommitOnReturn_135.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_unlock_32.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setValidationInterval_41.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setJdbcInterceptors_45.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setFairQueue_47.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_toString_18.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getStackTrace_37.java,11
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isTestOnReturn_26.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_getConnection_0.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setNumTestsPerEvictionRun_30.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setInitialSize_50.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getBorrowedCount_70.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_isMaxAgeExpired_8.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setUseLock_88.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getThreadDump_36.java,5
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_init_14.java,56
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setMaxWait_27.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidationQueryTimeout_33.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isIgnoreExceptionOnPreLoad_145.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getPropagateInterruptState_104.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidationInterval_68.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setAlternateUsernameAllowed_95.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setValidatorClassName_70.java,25
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/JdbcInterceptor_invoke_1.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setTestOnReturn_36.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_toString_38.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getMaxActive_86.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setMinIdle_29.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getNumActive_66.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_testAllIdle_35.java,34
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_borrowConnection_21.java,60
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection_getDelegateConnection_10.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_offer_2.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_setupConnection_11.java,47
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getPoolName_22.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_shouldClose_26.java,18
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/JdbcInterceptor_isUseEquals_10.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/StatementFacade_closeInvoked_1.java,2
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getNumIdle_62.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_disconnectEvent_42.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_setPoolProperties_26.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DisposableConnectionFacade_equals_3.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_isAlternateUsernameAllowed_133.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_initializePoolCleaner_16.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setDefaultAutoCommit_45.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setUrl_66.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getLoginTimeout_57.java,7
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/FairBlockingQueue_addAll_16.java,8
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getConnectionAsync_9.java,6
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_getValidationInterval_37.java,3
/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getMaxWait_88.java,3
